SAMPLE,Recvd Wt.,Au,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,foldername,filename,Au_2
PN0000995073,0.26,0.013,0.05,2.08,86.4,<10,90,0.42,0.09,8.49,0.18,14.80,32.1,435,0.88,63.9,4.13,5.90,0.06,0.04,0.04,0.025,0.21,7.3,18.7,2.48,781,0.43,0.01,0.25,266,400,5.0,11.5,<0.001,0.02,4.50,8.5,0.4,0.2,129.5,<0.01,0.05,1.3,0.018,0.11,0.36,80,0.07,5.37,62,1.2,Soil Certificates,TU22073823.csv,
PN0000995074,0.27,0.012,0.18,2.51,59.6,<10,80,0.50,0.14,9.53,0.25,17.00,28.8,211,1.14,69.9,5.86,7.82,0.08,0.05,0.15,0.035,0.19,7.8,19.0,1.94,1555,0.58,<0.01,0.19,131.5,360,8.6,11.0,<0.001,0.02,3.55,9.9,0.4,0.3,118.5,<0.01,0.08,2.0,0.027,0.18,0.66,105,0.06,6.39,93,1.4,Soil Certificates,TU22073823.csv,
PN0000995075,0.25,0.010,0.43,2.09,20.9,<10,70,0.44,0.18,8.65,0.48,20.6,22.8,46,0.89,79.2,4.52,6.60,0.05,0.07,0.11,0.031,0.15,10.3,14.1,1.35,905,0.76,0.01,0.19,48.9,340,11.2,10.1,<0.001,0.04,2.24,7.0,0.6,0.3,126.5,<0.01,0.09,2.5,0.015,0.15,0.70,66,0.06,7.48,101,2.1,Soil Certificates,TU22073823.csv,
PN0000995076,0.25,0.006,0.34,2.33,40.9,<10,80,0.48,0.21,2.71,0.55,25.9,29.3,45,0.97,96.0,5.68,7.80,0.07,0.08,0.07,0.035,0.22,12.2,21.5,1.38,1185,0.78,0.01,0.24,60.2,450,13.1,13.9,<0.001,0.03,4.58,8.4,0.5,0.3,59.5,<0.01,0.08,3.5,0.022,0.13,0.55,86,0.07,7.88,121,2.5,Soil Certificates,TU22073823.csv,
PN0000995077,0.27,0.007,0.07,1.77,43.2,<10,10,<0.05,0.03,12.85,0.15,2.55,34.9,97,0.16,82.0,5.24,4.11,0.07,0.02,0.02,0.013,0.04,1.1,16.6,2.01,879,0.39,<0.01,<0.05,76.2,390,1.5,1.4,<0.001,0.02,4.67,5.1,0.3,<0.2,125.0,<0.01,0.04,0.3,<0.005,0.02,0.22,47,<0.05,3.42,61,0.8,Soil Certificates,TU22073823.csv,
PN0000995078,0.28,0.006,0.21,1.67,17.7,<10,100,0.55,0.15,6.95,0.51,20.2,27.5,57,1.40,74.3,5.04,5.36,0.06,0.05,0.11,0.038,0.16,9.9,12.5,0.97,1185,1.08,0.01,0.16,64.3,400,9.1,10.2,<0.001,0.04,2.68,10.0,0.8,0.4,72.4,<0.01,0.10,1.9,0.014,0.21,0.57,79,0.06,10.35,111,1.5,Soil Certificates,TU22073823.csv,
PN0000995079,0.26,0.007,0.15,1.53,42.8,<10,70,0.29,0.15,8.00,0.35,19.95,31.5,82,0.83,74.9,4.63,4.57,0.06,0.05,0.07,0.024,0.16,9.5,13.9,1.09,1220,0.89,0.01,0.22,112.5,550,11.0,9.2,<0.001,0.02,4.83,5.5,0.5,0.2,96.5,<0.01,0.09,2.3,0.017,0.10,0.43,48,0.15,9.02,87,1.5,Soil Certificates,TU22073823.csv,
PN0000995080,0.27,0.006,0.10,2.46,13.0,<10,130,0.57,0.05,11.30,0.19,13.40,31.9,275,2.60,89.2,4.86,7.17,0.11,0.05,0.04,0.036,0.61,6.5,19.9,2.49,814,0.35,0.01,0.39,171.5,480,3.5,24.5,<0.001,0.03,2.36,13.2,0.5,0.5,154.0,<0.01,0.07,1.0,0.103,0.32,0.24,114,0.05,6.97,62,0.9,Soil Certificates,TU22073823.csv,
PN0000995081,0.25,0.008,0.24,1.27,34.9,<10,70,0.31,0.14,9.67,0.33,19.55,28.3,40,1.26,78.3,4.08,4.45,0.07,0.04,0.08,0.025,0.20,9.4,15.8,0.91,892,0.79,0.01,0.33,63.1,450,8.1,12.0,<0.001,0.03,4.13,6.4,0.7,0.3,146.0,<0.01,0.08,2.1,0.026,0.11,0.55,48,0.12,8.15,76,1.4,Soil Certificates,TU22073823.csv,
PN0000995082,0.24,0.012,0.20,1.74,237,<10,50,0.22,0.11,9.59,0.62,9.84,35.1,104,0.99,62.1,5.16,5.00,0.06,0.04,0.09,0.027,0.16,4.6,11.4,1.41,1285,0.67,0.01,0.14,97.1,340,7.8,7.9,<0.001,0.05,6.17,8.2,0.6,0.2,171.5,<0.01,0.10,1.5,0.017,0.12,0.42,72,0.08,8.32,133,1.3,Soil Certificates,TU22073823.csv,
PN0000995083,0.21,0.012,0.15,1.57,40.2,<10,40,0.09,0.10,11.75,0.49,11.05,38.4,46,0.52,90.7,5.11,4.72,0.06,0.05,0.10,0.023,0.09,5.1,14.1,1.07,1350,0.79,<0.01,0.15,62.4,310,7.0,4.6,<0.001,0.02,4.58,5.6,0.8,<0.2,147.5,<0.01,0.08,1.4,0.008,0.06,0.51,47,0.10,9.33,101,1.7,Soil Certificates,TU22073823.csv,
PN0000995084,0.24,0.005,0.07,2.27,125.5,10,120,0.55,0.15,4.66,0.17,22.4,38.8,404,1.29,70.2,4.76,6.93,0.07,0.04,0.05,0.035,0.25,10.8,21.1,2.20,791,0.57,0.01,0.36,311,390,8.2,16.5,<0.001,0.02,9.17,10.1,0.5,0.3,81.2,<0.01,0.07,2.2,0.030,0.12,0.42,85,0.08,7.21,66,1.2,Soil Certificates,TU22073823.csv,
PN0000995085,0.22,0.008,0.10,3.10,17.1,<10,220,0.38,0.03,8.14,0.14,28.2,48.0,847,1.38,124.0,5.03,10.60,0.10,0.02,0.03,0.027,0.21,16.4,39.0,4.39,872,0.13,0.01,0.26,470,360,2.9,13.7,<0.001,0.02,1.39,4.8,0.4,0.3,249,<0.01,0.04,1.0,0.168,0.26,0.16,100,<0.05,5.98,54,0.7,Soil Certificates,TU22073823.csv,
PN0000995086,0.22,0.004,0.02,2.18,14.9,<10,80,0.38,0.04,15.20,0.09,16.45,31.7,598,0.75,72.2,4.04,6.26,0.07,0.04,0.03,0.027,0.11,9.3,17.7,2.54,906,0.15,<0.01,0.23,269,300,3.1,7.3,<0.001,0.02,0.55,11.0,0.4,0.2,160.0,<0.01,0.05,0.8,0.072,0.06,0.62,88,0.06,4.40,37,1.0,Soil Certificates,TU22073823.csv,
PN0000995087,0.27,0.012,0.06,1.49,24.1,<10,170,0.30,0.02,15.85,0.21,8.62,21.9,74,0.72,82.5,3.99,5.92,0.05,0.03,0.05,0.058,0.06,4.3,6.8,1.37,1045,0.24,0.01,0.09,59.4,430,2.2,3.6,<0.001,0.02,1.40,13.9,0.4,0.3,200,<0.01,0.01,0.6,0.015,0.06,0.24,106,<0.05,10.90,36,0.6,Soil Certificates,TU22073823.csv,
PN0000995088,0.24,0.011,0.10,2.47,7.5,<10,50,0.27,0.08,0.74,0.17,10.15,34.7,76,0.47,182.0,5.72,6.77,0.06,0.05,0.08,0.016,0.07,5.3,11.0,1.28,832,0.23,0.01,0.13,66.6,270,3.9,4.0,<0.001,0.02,0.39,9.6,0.3,0.3,28.5,<0.01,0.04,1.4,0.122,0.04,0.30,118,<0.05,9.51,67,1.9,Soil Certificates,TU22073823.csv,
PN0000995089,0.22,0.008,0.11,2.62,1.4,<10,70,0.39,0.06,0.83,0.12,8.62,39.4,58,0.29,170.0,7.71,10.50,0.07,0.07,0.09,0.019,0.03,4.1,6.4,1.05,1195,0.24,0.01,0.07,53.3,360,2.4,1.6,<0.001,0.02,0.19,10.3,0.3,0.5,33.0,<0.01,0.04,1.2,0.168,0.03,0.22,183,<0.05,9.43,87,2.0,Soil Certificates,TU22073823.csv,
PN0000995090,0.20,0.005,0.09,2.09,10.0,<10,200,0.31,0.04,17.90,0.16,23.0,36.2,449,0.93,111.0,3.76,6.86,0.08,0.02,0.03,0.026,0.19,13.8,17.2,2.69,971,0.13,0.01,0.28,287,310,4.2,8.7,<0.001,0.03,0.81,3.9,0.4,0.2,559,<0.01,0.04,0.9,0.088,0.13,0.23,73,<0.05,5.47,40,0.9,Soil Certificates,TU22073823.csv,
PN0000995091,0.23,0.007,0.17,1.99,13.1,<10,130,0.50,0.15,0.50,0.24,24.3,20.2,50,0.63,78.0,4.79,6.29,0.06,0.04,0.05,0.033,0.21,12.2,11.9,0.98,928,0.78,<0.01,0.19,42.1,230,8.6,10.3,<0.001,0.02,1.32,7.2,0.3,0.3,22.4,<0.01,0.06,3.0,0.018,0.12,0.55,66,0.06,8.14,82,1.5,Soil Certificates,TU22073823.csv,
PN0000995092,0.21,0.008,0.07,2.42,64.4,<10,130,0.59,0.07,10.90,0.14,15.65,36.3,437,3.20,77.7,4.28,8.03,0.08,0.02,0.04,0.036,0.26,7.6,21.7,2.83,738,0.34,0.01,0.37,250,230,3.9,19.0,<0.001,0.02,4.53,14.6,0.4,0.4,172.0,<0.01,0.07,1.6,0.081,0.29,0.31,99,0.06,6.55,48,0.7,Soil Certificates,TU22073823.csv,
PN0000995093,0.21,0.013,0.20,1.97,54.5,<10,70,0.40,0.23,10.70,0.34,16.00,21.5,179,0.86,54.2,4.13,6.07,0.05,0.06,0.14,0.033,0.12,8.0,15.7,1.60,708,0.52,0.01,0.32,110.5,390,12.3,6.5,<0.001,0.03,5.90,7.0,0.6,0.3,132.5,<0.01,0.20,1.5,0.020,0.10,0.50,72,0.06,6.75,75,1.6,Soil Certificates,TU22073823.csv,
PN0000995094,0.20,0.013,0.44,3.08,28.6,<10,70,0.64,0.24,2.24,0.39,25.9,24.7,62,1.39,83.1,6.89,9.43,0.09,0.06,0.16,0.039,0.34,12.0,19.2,1.71,2650,0.79,0.01,0.20,50.0,400,14.7,16.5,<0.001,0.05,3.20,9.2,0.5,0.4,53.6,<0.01,0.13,3.8,0.027,0.29,0.74,104,0.05,8.13,121,1.9,Soil Certificates,TU22073823.csv,
PN0000995095,0.22,0.014,0.66,2.33,14.4,<10,80,0.57,0.32,2.87,0.88,22.2,29.2,42,0.59,110.0,6.12,7.23,0.07,0.09,0.22,0.037,0.14,10.6,17.3,1.23,1505,1.33,0.01,0.15,62.7,450,21.4,8.6,<0.001,0.06,4.41,5.8,0.9,0.3,58.4,<0.01,0.19,3.8,0.012,0.16,0.88,65,0.07,7.98,141,2.8,Soil Certificates,TU22073823.csv,
PN0000995096,0.24,0.006,0.10,2.14,50.6,<10,60,0.27,0.11,6.43,0.31,21.3,28.9,134,0.70,68.0,5.07,5.19,0.06,0.05,0.05,0.021,0.14,9.9,17.6,1.71,1155,0.62,0.01,0.16,116.0,420,7.0,8.5,<0.001,0.02,7.44,4.5,0.4,0.2,137.0,<0.01,0.06,1.9,0.016,0.07,0.44,48,0.05,6.66,98,1.5,Soil Certificates,TU22073823.csv,
PN0000995097,0.24,0.014,0.38,1.60,151.0,<10,60,0.48,0.18,6.72,0.49,17.25,31.7,51,1.02,81.7,5.19,5.16,0.07,0.06,0.12,0.030,0.18,7.8,15.4,1.15,1270,1.78,0.01,0.18,72.3,410,13.1,10.5,<0.001,0.10,11.30,6.3,0.9,0.3,133.0,<0.01,0.12,2.2,0.014,0.12,0.73,46,0.08,8.50,111,1.8,Soil Certificates,TU22073823.csv,
PN0000995098,0.24,0.004,0.10,2.47,27.4,<10,110,0.48,0.19,0.52,0.25,22.4,33.1,102,0.90,98.9,4.86,7.12,0.08,0.06,0.06,0.034,0.19,12.2,15.4,1.58,1220,0.62,<0.01,0.15,69.2,300,10.5,11.2,<0.001,0.02,1.38,11.1,0.3,0.5,27.4,<0.01,0.06,3.0,0.052,0.11,0.43,94,0.07,10.35,71,2.2,Soil Certificates,TU22073823.csv,
PN0000995099,0.20,0.008,0.08,1.13,68.1,<10,20,0.16,0.07,11.60,0.22,5.94,24.6,35,0.32,86.3,3.92,3.26,0.05,0.03,0.05,0.018,0.06,2.7,8.2,1.84,770,0.83,<0.01,0.08,74.8,350,3.7,3.5,0.002,0.02,5.01,4.5,0.5,<0.2,94.6,<0.01,0.04,0.7,0.006,0.05,1.12,33,<0.05,3.92,56,1.0,Soil Certificates,TU22073823.csv,
PN0000995100,0.24,0.004,0.12,1.44,35.4,<10,90,0.59,0.15,5.02,0.36,22.0,28.5,48,1.10,72.4,4.59,5.54,0.08,0.04,0.07,0.034,0.25,10.7,13.6,0.81,980,0.89,0.01,0.28,62.0,360,9.2,16.8,0.001,0.02,5.17,7.1,0.5,0.4,60.2,<0.01,0.07,1.9,0.020,0.20,0.69,50,0.09,9.70,76,1.1,Soil Certificates,TU22073823.csv,
PN0000995101,0.22,0.012,0.09,2.01,47.9,<10,110,0.44,0.09,6.03,0.18,19.65,21.3,90,0.96,60.7,4.21,5.57,0.05,0.05,0.11,0.028,0.14,9.1,16.0,1.20,913,0.65,0.03,0.19,54.2,580,6.3,9.3,0.001,0.04,1.19,7.6,0.5,0.3,56.1,<0.01,0.05,1.5,0.015,0.09,0.43,71,0.10,8.78,70,1.3,Soil Certificates,TU22073704.csv,
PN0000995102,0.20,0.017,0.07,3.02,113.0,10,420,0.85,0.21,0.98,0.30,34.2,20.8,38,10.35,92.6,12.60,8.25,0.11,0.08,0.09,0.059,0.25,13.7,11.3,0.97,9330,1.51,0.03,0.05,29.5,690,12.9,17.6,<0.001,0.06,1.99,9.7,0.5,0.4,94.0,<0.01,0.11,3.0,0.011,0.24,0.49,68,0.17,13.35,81,2.0,Soil Certificates,TU22073704.csv,
PN0000995103,0.21,0.012,0.22,3.44,36.1,<10,70,0.41,0.10,3.25,0.20,17.10,39.8,116,0.66,120.0,5.96,9.96,0.06,0.08,0.07,0.037,0.07,9.0,20.2,2.16,1420,0.41,0.03,0.14,80.2,270,5.9,5.3,0.001,0.03,1.91,16.3,0.3,0.3,46.8,<0.01,0.06,1.9,0.041,0.06,0.37,153,0.08,11.10,79,1.8,Soil Certificates,TU22073704.csv,
PN0000995104,0.19,0.005,0.11,2.47,48.8,<10,90,0.48,0.12,3.71,0.20,22.5,33.1,118,1.78,101.0,4.71,6.12,0.06,0.05,0.48,0.031,0.17,10.4,18.4,1.69,978,0.57,0.03,0.23,99.4,290,7.1,12.2,<0.001,0.03,3.90,11.4,0.4,0.3,57.8,<0.01,0.05,2.1,0.025,0.17,0.48,89,0.09,10.70,71,1.3,Soil Certificates,TU22073704.csv,
PN0000995105,0.20,0.004,0.07,1.99,22.9,<10,90,0.40,0.09,4.74,0.12,22.9,16.2,15,0.96,71.9,4.03,5.10,0.06,0.05,0.04,0.023,0.11,11.4,14.0,0.89,1050,0.40,0.01,0.19,12.3,360,5.8,7.6,<0.001,<0.01,0.72,6.8,0.3,0.3,46.7,<0.01,0.04,1.9,0.011,0.06,0.26,47,0.08,9.82,63,1.5,Soil Certificates,TU22073704.csv,
PN0000995106,0.21,0.006,0.06,2.27,28.3,<10,90,0.30,0.08,4.98,0.13,18.65,21.6,31,1.56,78.2,4.36,5.92,0.06,0.05,0.11,0.026,0.07,9.4,14.8,1.55,866,0.30,0.01,0.19,16.9,520,3.6,4.8,<0.001,0.01,1.56,10.1,0.4,0.2,60.4,<0.01,0.05,1.1,0.011,0.06,0.23,75,0.05,12.35,63,1.4,Soil Certificates,TU22073704.csv,
PN0000995107,0.25,0.009,0.07,1.63,12.8,<10,100,0.30,0.05,0.43,0.05,17.55,19.3,13,0.49,86.7,4.87,4.16,0.06,0.02,0.13,0.028,0.02,9.1,9.0,0.87,682,0.39,<0.01,0.08,8.0,240,3.2,1.4,<0.001,<0.01,1.29,11.0,0.4,0.2,19.2,<0.01,0.02,1.4,0.013,0.02,0.36,85,<0.05,14.30,59,0.7,Soil Certificates,TU22073704.csv,
PN0000995108,0.24,0.003,0.04,1.99,11.8,<10,110,0.32,0.09,5.15,0.14,25.7,18.2,20,0.54,55.7,3.68,5.16,0.06,0.04,0.04,0.017,0.07,13.0,12.2,1.14,749,0.30,0.01,0.19,13.0,410,5.6,3.8,<0.001,0.01,0.68,4.5,0.3,0.3,54.6,<0.01,0.03,1.5,0.016,0.04,0.28,55,0.05,13.65,62,1.1,Soil Certificates,TU22073704.csv,
PN0000995109,0.22,0.006,0.06,2.04,9.0,<10,110,0.45,0.07,0.66,0.09,17.70,17.6,17,0.20,52.5,4.01,5.63,0.05,0.04,0.04,0.013,0.04,9.9,9.9,1.00,757,0.18,<0.01,0.11,9.0,420,4.2,1.6,<0.001,<0.01,0.60,3.7,0.3,0.2,25.3,<0.01,0.02,1.5,0.013,0.02,0.28,51,0.06,11.45,57,1.0,Soil Certificates,TU22073704.csv,
PN0000995110,0.21,0.008,0.07,2.19,22.7,<10,160,0.54,0.12,0.90,0.09,39.7,17.0,17,0.28,50.3,3.98,6.59,0.10,0.07,0.09,0.027,0.05,23.7,11.8,0.85,893,0.42,0.01,0.19,10.5,360,8.7,2.7,0.001,0.01,0.62,6.6,0.6,0.3,36.6,0.01,0.04,2.2,0.007,0.03,0.34,41,0.05,30.6,67,1.8,Soil Certificates,TU22073704.csv,
PN0000995111,0.24,0.018,0.09,2.34,5.0,<10,50,0.22,0.05,0.82,0.10,6.25,46.6,78,0.70,181.0,5.35,6.44,0.05,0.05,0.09,0.010,0.07,3.5,12.0,1.62,735,0.54,0.01,0.11,64.2,110,2.3,3.5,<0.001,0.01,0.57,9.1,0.4,0.2,28.6,<0.01,0.03,1.1,0.112,0.07,0.18,123,<0.05,6.58,64,1.7,Soil Certificates,TU22073704.csv,
PN0000995112,0.26,0.008,0.15,2.59,20.4,<10,120,0.53,0.12,0.94,0.30,17.55,32.9,83,0.73,102.0,5.26,6.76,0.06,0.03,0.08,0.030,0.14,8.6,13.9,1.57,2030,0.86,0.01,0.16,70.9,300,8.6,8.5,0.001,0.01,0.50,12.4,0.4,0.5,33.5,<0.01,0.06,2.0,0.059,0.14,0.44,102,<0.05,8.85,77,1.1,Soil Certificates,TU22073704.csv,
PN0000995113,0.24,0.009,0.18,1.82,79.5,<10,80,0.49,0.15,3.84,0.35,23.2,23.6,75,0.90,73.1,4.87,5.32,0.06,0.03,0.06,0.028,0.22,10.5,16.5,1.17,1565,0.70,0.01,0.23,86.4,250,10.0,14.2,<0.001,0.01,4.15,6.8,0.4,0.3,58.4,<0.01,0.05,2.5,0.021,0.12,0.47,50,0.08,7.62,77,1.1,Soil Certificates,TU22073704.csv,
PN0000995114,0.21,0.014,0.06,2.05,11.8,<10,290,0.51,0.05,12.45,0.09,14.40,32.0,688,0.54,69.2,5.31,7.68,0.08,0.02,0.04,0.036,0.11,7.5,22.7,2.57,721,0.16,0.01,0.08,271,310,3.4,8.7,<0.001,0.01,0.47,15.7,0.5,0.2,140.0,<0.01,0.04,0.7,0.023,0.07,0.17,127,0.05,5.55,42,0.5,Soil Certificates,TU22073704.csv,
PN0000995115,0.26,0.004,0.03,2.50,21.4,<10,280,0.55,0.03,8.09,0.05,7.86,35.4,733,0.55,69.6,4.67,7.95,0.09,0.02,0.02,0.031,0.11,3.7,26.7,4.31,502,0.14,0.01,0.08,292,330,1.9,7.3,<0.001,0.01,2.22,15.4,0.3,<0.2,155.5,<0.01,0.02,0.7,0.023,0.06,0.13,113,<0.05,3.92,42,0.6,Soil Certificates,TU22073704.csv,
PN0000995116,0.19,0.004,0.02,2.29,39.2,<10,60,0.47,0.02,17.95,0.14,20.9,31.0,532,0.57,55.8,3.81,7.25,0.07,<0.02,0.02,0.029,0.04,11.9,18.1,2.52,764,0.16,<0.01,0.11,269,360,1.5,2.0,<0.001,<0.01,0.65,12.8,0.5,0.2,154.0,<0.01,0.06,0.4,0.035,0.04,0.14,100,<0.05,4.27,37,<0.5,Soil Certificates,TU22073704.csv,
PN0000995117,0.21,0.007,0.14,1.58,41.4,<10,80,0.37,0.10,12.80,0.26,12.70,26.3,81,0.41,80.3,4.08,4.84,0.05,0.04,0.10,0.025,0.16,6.5,11.2,1.01,730,0.63,0.01,0.26,75.2,330,5.4,7.5,<0.001,0.01,5.98,7.3,0.6,0.2,89.7,<0.01,0.08,1.3,0.011,0.11,0.44,60,0.06,7.29,65,1.0,Soil Certificates,TU22073704.csv,
PN0000995118,0.22,0.002,0.08,2.52,41.6,<10,160,0.57,0.11,6.55,0.19,27.1,33.6,497,1.01,87.1,4.53,8.74,0.08,0.03,0.04,0.036,0.21,13.1,19.2,2.71,1030,0.38,0.01,0.27,240,440,6.7,14.1,<0.001,0.01,4.17,11.6,0.3,0.4,172.5,<0.01,0.04,1.9,0.048,0.10,0.20,107,0.06,7.38,55,0.9,Soil Certificates,TU22073704.csv,
PN0000995119,0.22,0.003,0.07,1.91,78.0,<10,160,0.57,0.10,6.56,0.11,22.1,30.4,358,1.00,53.5,4.35,6.33,0.06,0.04,0.04,0.030,0.17,10.3,18.8,1.80,615,0.37,0.01,0.23,244,270,6.2,13.3,<0.001,<0.01,8.82,10.4,0.3,0.3,125.5,<0.01,0.03,2.5,0.023,0.11,0.27,79,0.09,7.03,50,1.2,Soil Certificates,TU22073704.csv,
PN0000995120,0.23,0.014,0.19,2.03,26.0,<10,90,0.41,0.14,0.54,0.32,18.10,35.4,58,0.53,124.0,5.12,4.98,0.07,0.04,0.16,0.035,0.17,8.8,11.3,0.97,1160,1.38,0.01,0.15,96.7,420,7.6,8.8,<0.001,0.02,1.00,11.2,0.7,0.4,30.2,<0.01,0.08,2.2,0.028,0.11,0.70,87,0.05,11.00,64,1.4,Soil Certificates,TU22073704.csv,
PN0000995121,0.21,0.005,0.11,2.12,10.0,<10,140,0.45,0.05,12.90,0.15,20.8,33.7,537,1.26,92.6,3.58,6.86,0.06,0.02,0.06,0.031,0.08,12.0,17.6,2.65,910,0.17,<0.01,0.21,255,260,3.6,5.9,<0.001,<0.01,1.70,5.4,0.4,0.2,351,<0.01,0.03,0.8,0.053,0.08,0.14,81,0.06,6.47,37,0.6,Soil Certificates,TU22073704.csv,
PN0000995122,0.24,0.005,0.19,2.68,23.2,<10,90,0.45,0.23,0.49,0.34,23.0,32.5,131,0.79,99.5,5.23,7.86,0.08,0.07,0.07,0.037,0.15,12.6,16.4,1.80,1550,0.94,0.01,0.16,79.7,340,12.4,9.6,<0.001,0.01,0.96,11.9,0.4,0.5,28.9,<0.01,0.08,2.9,0.039,0.10,0.44,104,0.07,10.35,76,2.4,Soil Certificates,TU22073704.csv,
PN0000995123,0.21,0.019,0.29,1.52,15.5,<10,60,0.35,0.16,11.85,0.61,11.10,20.9,31,0.41,86.9,4.78,4.91,0.05,0.06,0.23,0.026,0.14,5.4,9.8,0.87,953,1.06,0.01,0.20,48.3,360,9.0,7.1,<0.001,0.03,2.66,6.2,0.9,0.2,131.5,<0.01,0.12,1.5,0.009,0.18,0.47,57,0.06,5.59,87,1.7,Soil Certificates,TU22073704.csv,
PN0000995124,0.21,0.012,0.16,2.77,164.0,<10,90,0.62,0.08,4.07,0.18,17.10,33.9,466,1.09,106.0,7.00,11.75,0.09,0.03,0.07,0.060,0.17,8.3,22.8,2.24,832,0.66,<0.01,0.29,248,360,4.7,9.4,0.001,0.01,6.61,20.5,0.5,0.6,74.9,<0.01,0.10,1.0,0.025,0.10,0.64,184,0.07,8.73,77,0.7,Soil Certificates,TU22073704.csv,
PN0000995125,0.23,0.012,0.10,2.22,81.5,<10,80,0.47,0.14,2.06,0.20,26.0,27.2,85,1.50,83.6,4.42,6.91,0.07,0.09,0.12,0.040,0.20,12.5,14.0,0.99,1040,0.77,<0.01,0.15,65.9,230,8.3,13.3,0.001,0.01,2.48,11.8,0.3,0.5,41.8,<0.01,0.07,2.9,0.022,0.18,0.69,86,0.07,11.45,65,1.9,Soil Certificates,TU22073704.csv,
PN0000995126,0.21,0.005,0.05,1.66,57.6,<10,40,0.17,0.04,12.85,0.22,8.10,30.7,42,0.42,76.0,5.29,5.55,0.06,0.04,0.05,0.020,0.06,4.0,12.0,1.13,821,0.93,<0.01,0.07,57.9,530,2.0,3.2,0.001,<0.01,3.11,7.4,0.5,<0.2,94.8,<0.01,0.04,0.8,0.007,0.05,0.99,73,0.05,6.52,72,1.0,Soil Certificates,TU22073704.csv,
PN0000995127,0.26,0.004,0.07,0.54,25.6,<10,60,0.13,0.04,18.90,0.66,5.59,33.5,22,0.61,45.3,2.37,1.54,<0.05,0.02,0.15,0.022,0.05,2.6,4.3,0.46,698,0.71,<0.01,0.07,41.5,470,2.3,2.5,<0.001,0.01,0.97,5.8,0.7,<0.2,88.6,<0.01,0.04,0.3,<0.005,0.07,0.88,31,0.07,6.17,43,0.7,Soil Certificates,TU22073704.csv,
PN0000995128,0.21,0.006,0.04,2.14,23.3,<10,70,0.45,0.04,13.85,0.10,8.47,34.1,547,0.70,68.0,4.28,7.22,0.07,0.02,0.03,0.030,0.11,4.2,17.6,3.24,671,0.25,<0.01,0.13,275,290,2.5,7.1,<0.001,<0.01,1.78,13.8,0.4,0.3,205,<0.01,0.03,0.7,0.030,0.08,0.16,106,<0.05,4.62,45,0.7,Soil Certificates,TU22073704.csv,
PN0000995129,0.23,0.008,0.04,2.14,20.9,<10,70,0.45,0.03,14.40,0.10,7.23,34.5,576,0.65,66.3,4.24,7.26,0.08,0.02,0.03,0.030,0.10,3.2,17.6,3.44,644,0.22,<0.01,0.10,290,280,2.1,6.1,<0.001,<0.01,1.64,13.9,0.4,0.3,221,<0.01,0.03,0.6,0.030,0.07,0.15,106,<0.05,4.19,43,0.7,Soil Certificates,TU22073704.csv,
PN0000995130,0.22,0.030,0.19,3.13,10.0,<10,70,0.31,0.19,0.94,0.25,9.82,41.0,94,0.42,250,6.76,8.77,0.07,0.07,0.16,0.028,0.07,5.0,11.4,1.60,1130,0.34,<0.01,0.18,63.6,300,8.2,4.1,<0.001,0.01,1.12,18.8,0.5,0.5,32.1,<0.01,0.07,1.4,0.070,0.05,0.39,131,<0.05,8.87,73,1.7,Soil Certificates,TU22073704.csv,
PN0000995131,0.18,0.026,0.65,3.55,14.8,<10,90,0.54,0.32,0.59,0.28,29.4,21.7,95,0.58,126.5,7.51,12.95,0.11,0.13,0.13,0.055,0.10,15.3,21.7,1.74,1815,2.86,0.01,0.17,47.8,520,14.3,6.2,<0.001,0.02,1.08,17.5,0.9,0.7,38.3,<0.01,0.19,3.6,0.035,0.06,0.69,163,0.07,8.60,96,4.3,Soil Certificates,TU22073704.csv,
PN0000995132,0.25,0.002,0.06,2.75,15.9,<10,150,0.48,0.06,9.48,0.15,14.75,35.9,561,1.06,89.2,4.29,7.82,0.07,0.02,0.03,0.036,0.16,7.2,19.0,2.93,766,0.29,0.01,0.21,235,250,3.7,12.8,<0.001,0.01,3.00,16.6,0.4,0.3,106.0,<0.01,0.04,1.1,0.051,0.11,0.20,114,0.05,7.54,49,0.6,Soil Certificates,TU22073704.csv,
PN0000995133,0.23,0.033,0.07,2.79,16.3,<10,150,0.50,0.06,9.72,0.16,14.75,36.2,568,1.06,89.6,4.32,7.96,0.08,0.02,0.05,0.035,0.16,7.3,19.4,2.95,749,0.30,0.01,0.21,236,260,3.9,13.1,<0.001,0.01,2.98,16.8,0.4,0.3,108.5,<0.01,0.05,1.2,0.052,0.11,0.20,115,0.05,7.54,50,0.6,Soil Certificates,TU22073704.csv,
PN0000995134,0.22,0.002,0.03,2.02,60.2,<10,60,0.27,0.02,20.2,0.11,3.78,44.7,692,0.29,51.4,3.90,7.19,0.13,0.02,0.04,0.028,0.05,1.8,15.9,2.55,696,0.18,<0.01,<0.05,382,330,1.4,3.0,<0.001,<0.01,3.57,19.4,0.4,<0.2,89.2,<0.01,0.02,0.3,0.012,0.03,0.09,117,<0.05,4.09,47,<0.5,Soil Certificates,TU22073704.csv,
